sx sy gx gy d
19.4466 6.89337 6.65303 -3.16624 113.46
11.2145 -11.5319 21.4506 9.07544 46.2
-21.3084 -6.74185 10.9686 4.2196 116.52
-19.6313 -1.67774 9.19944 -8.92838 77.46
4.06032 -13.7559 -2.90384 1.144 60.96
-11.8621 -2.3747 4.97575 13.2707 100.92
12.2537 -12.5745 6.29384 13.5053 166.56
4.36367 11.4835 -10.895 -1.56224 141.36
-10.2641 0.517053 -12.4164 -13.9281 17.7
-3.77237 12.4055 -10.5261 2.48222 88.08
1.61801 0.797176 -21.3426 -12.8791 171.72
-11.0515 -8.82132 -5.57474 -2.67515 26.64
21.2331 0.138879 -6.89282 -3.48598 82.32
-3.42167 -6.42135 -4.43201 13.6317 91.5
5.12831 -2.44884 -3.4922 -12.3882 45.9
-2.88583 12.9114 -10.2693 -9.30718 147.24
20.9746 -12.0047 10.8984 -7.02585 15.12
10.0049 -11.1478 7.38649 11.7376 159.18
14.7572 13.528 13.6968 3.57501 51.66
-3.31804 -6.27297 -15.5628 9.37071 89.28
4.89953 -13.9537 -18.5465 -1.74659 52.5
-10.4431 -8.97757 -20.5467 11.8585 66.48
19.4546 -2.33842 19.9012 -1.37391 0.66
-4.10543 -12.5613 7.88975 11.3563 113.1
-19.5831 -2.20312 -17.2569 -11.2586 8.94
19.7822 -13.2301 16.1502 11.5715 58.26
-2.92323 12.0672 3.56243 12.9746 6.12
21.2874 -3.28079 1.27641 -13.6335 24.24
20.6041 0.732974 14.1584 -0.239938 30.84
18.9987 -10.8292 0.178047 -13.9803 18.66
-4.76506 -3.40576 -4.636 -5.23384 1.44
1.8097 -4.89039 19.7467 -3.265 64.08
6.08272 -2.69308 11.9658 3.59546 8.88
10.7435 -6.20316 18.7227 -11.7717 55.08
12.312 11.9052 19.974 -0.930155 15.66
-4.51781 -6.55987 -1.84089 1.30916 7.92
-20.8332 -1.55371 12.4181 -12.534 91.56
-6.42884 -1.82093 20.3701 -5.7447 149.64
17.6362 -8.38701 0.740113 -11.4579 17.46
8.17936 -10.6984 12.909 -11.3189 4.38
-8.34157 -13.0141 -20.9182 -10.5101 12.6
1.02421 13.5386 -21.0259 -13.4495 112.68
8.65793 3.23345 19.8339 -10.6932 57.36
2.96435 2.63042 10.3466 -13.4437 97.98
20.1456 2.67476 21.9432 -0.632454 3.36
-20.0265 -8.61993 0.896006 13.1654 108.3
20.7156 0.229289 4.15838 3.52802 137.94
-19.167 -4.02031 -7.29532 -11.4195 30.72
17.1718 -8.84778 20.4996 5.01934 13.86
-20.0926 -0.534101 10.903 -12.3156 85.86
-19.6996 -13.9377 -18.8551 -11.2792 2.4
-12.717 -4.81486 -11.8508 13.8872 56.58
21.6571 12.0107 3.14791 10.4799 18.18
-10.7058 -13.795 4.63464 13.5619 88.26
-2.93427 13.5268 3.93118 -4.22903 37.56
3.37971 -5.10287 -19.1015 -0.553147 113.7
12.5038 4.48164 6.83628 -13.9733 18.96
-21.531 -12.1612 -17.402 -13.8573 4.02
-11.6903 -1.38593 0.842153 1.31454 14.28
17.3952 -8.7791 6.6874 -11.6474 10.74
-20.278 0.737026 21.8678 11.2238 59.88
20.1098 -2.45585 -15.773 -13.6375 53.28
20.8294 8.64278 -4.16449 13.8728 25.14
-20.9715 1.04156 -4.52067 -2.5205 32.1
2.31898 8.62406 20.9605 3.53232 37.38
-2.14293 -13.376 14.9148 -12.4361 16.68
-6.54152 -11.9158 7.66755 -0.517951 51.06
21.3028 -3.79227 -18.7562 -10.0785 66.3
13.98 -10.5812 17.0742 10.2377 40.2
-20.0679 11.8456 -0.751064 -4.3686 134.1
-6.75944 -6.56156 19.3968 5.96651 116.16
-20.9414 -12.9884 -9.9037 1.82446 35.28
4.44166 11.1726 6.27526 -3.58901 17.52
-21.8076 12.6108 -9.30173 2.39919 124.8
4.26646 11.3599 5.02939 -2.57383 17.4
20.2799 3.00114 -12.9883 -3.67733 73.98
-4.48893 -13.038 17.3146 -11.3883 21.42
9.55345 -9.06118 -20.0819 13.89 86.76
5.46754 -12.4444 -21.7885 -7.00239 41.52
18.1165 -10.1507 11.3289 -5.70737 14.34
5.17555 13.4885 21.3006 6.82117 17.04
-21.2407 13.7333 -2.73123 -12.2163 203.58
3.84666 -13.9377 13.7152 -11.0198 9.9
4.94254 -13.3116 -20.0474 -11.9351 24.72
-9.87533 2.24375 8.27321 13.348 97.5
-5.64395 13.8213 -19.3334 -8.87359 131.52
-5.84205 13.3945 20.6202 13.6865 26.04
11.5165 -5.47272 -19.9159 -9.00823 47.28
4.88425 9.64797 -11.2116 13.5663 72.96
-11.2558 1.433 -8.66865 13.2823 59.34
-7.56142 -13.2402 5.23669 -3.17359 50.58
-3.12428 12.1251 -19.4357 -11.0722 117.84
2.72088 -13.6561 -19.6421 -7.6401 27.48
-3.18967 -6.92534 3.7658 -12.5116 41.04
17.9343 -11.9472 13.9344 -0.921838 22.92
-2.74509 -0.0649677 10.9277 -12.2313 112.14
-18.481 -13.5605 -19.9144 -0.244029 12.96
-13.9088 -2.6678 -2.07768 -12.4867 77.04
12.4776 -2.14921 17.1344 12.0614 26.28
-1.82499 -13.6704 10.0076 -13.6124 11.4
21.0427 -4.88928 -8.70131 -11.2537 37.14
-21.8816 -1.22476 1.14697 -5.36734 47.34
7.8392 11.2009 -18.4281 -7.19291 152.64
-20.5197 -11.0711 12.7489 -1.79982 90.72
11.108 3.0684 19.1138 10.0139 22.38
16.1742 10.3973 8.83239 13.4965 7.56
-11.5142 -1.99401 -8.48483 -12.5525 82.74
-11.9444 -6.36393 14.1597 2.8188 109.14
19.6719 -9.25484 14.0252 10.3641 48.72
-11.9266 -0.507075 14.0173 13.5991 53.52
-0.752354 -11.8326 8.95171 13.218 123.78
-6.10269 -3.95828 16.7506 -9.67382 89.52
-12.8604 -1.75777 -13.4231 -5.9076 3.78
0.828384 -5.05075 20.0316 -4.72023 69.42
13.6679 2.85224 11.0515 4.40991 2.64
13.342 0.62152 0.41004 -5.23296 63.6
-17.42 13.2689 11.0815 12.9445 28.08
-21.843 -7.32506 -21.3477 -0.966388 5.94
-12.2851 -3.42781 8.52995 -9.90022 61.32
20.2218 -8.22412 4.62592 12.5883 42.24
17.9997 10.8654 19.439 -4.15988 14.7
-1.24285 -4.15266 5.26474 11.9281 58.26
-11.5817 2.49009 6.08848 11.8129 90.54
-18.2694 -12.8469 -12.6569 -3.56594 31.86
-13.2711 -1.50279 20.4015 9.23995 95.58
-21.0086 0.894612 8.91103 -13.5595 88.74
-2.52351 13.8158 10.6638 5.55815 16.2
15.9396 10.7839 -15.3905 13.8243 93.3
18.9096 -4.05485 4.24087 -3.30586 92.64
4.01881 9.76988 -11.2335 -1.91579 135.72
-19.7898 -3.46019 -17.2914 4.60232 8.04
-10.2138 13.7842 18.917 -7.23633 94.74
-21.6983 8.54049 16.509 -10.7514 180.18
-17.0982 -12.4386 13.606 12.5977 132.36
-3.45877 -0.449097 19.1094 -8.62906 149.4
-11.1933 -2.14691 10.0538 -7.14732 51.72
-13.041 -8.3091 12.3946 13.2677 78.3
18.0962 -7.4317 -6.6698 12.2365 213
-11.155 7.45241 -1.36916 0.51829 42.9
5.36993 10.3622 19.5269 -10.9869 63.96
19.9348 -7.46866 16.7776 10.4479 57.48
13.9575 3.08611 -5.90618 12.1594 141.84
19.5095 8.74554 20.2252 -8.68043 17.04
14.4519 2.11297 -19.5059 -5.85356 66.06
3.39215 -3.75496 -1.39961 -5.428 4.68
-18.1492 -11.2989 13.9204 -11.0836 60.36
-19.4967 -13.6916 12.1495 -11.8705 31.26
-20.7955 12.16 14.683 10.7527 36.24
-21.2705 1.96559 -11.6503 2.72579 70.68
18.1741 12.1399 19.2747 -4.61698 16.38
-10.8805 2.03605 12.3862 2.52937 79.56
5.81508 -3.30199 -2.63139 -5.30145 8.28
-11.7664 -9.02905 -2.14266 -4.43108 32.58
8.8171 3.41803 -19.2013 -2.37363 140.16
-0.870491 -12.1815 13.8779 -12.9416 14.34
-3.25988 -3.83323 21.9875 6.95167 108.3
-21.4152 7.76237 20.411 -0.240209 127.8
2.22844 13.8858 -3.92822 11.7762 6.12
-7.16066 -11.4004 20.5001 -0.930622 107.28
10.8456 -6.82468 10.4162 -6.42651 0.18
-21.2341 -5.76151 -21.0079 -0.910471 4.44
-6.29468 -13.2701 -1.6527 -6.93248 41.46
-3.37836 -13.6482 -18.745 -5.15675 34.14
21.0373 4.78963 21.4512 2.26981 2.16
19.8675 -13.6368 19.3373 11.0447 24.24
-19.3694 -6.33954 20.4646 1.8306 168.36
-7.56099 11.8754 -11.7171 -1.43227 96.66
-19.4422 -10.5103 12.406 -1.14749 86.4
19.3743 -8.17996 20.3194 6.30349 14.1
-21.717 11.6832 20.1539 -6.40171 144
-0.706302 -11.3663 19.9447 12.5653 86.34
-21.3709 -8.87149 -17.3981 -13.0377 5.34
6.94247 -1.91984 20.7665 8.95949 34.32
11.5865 -4.60897 -18.5474 -10.5952 42.36
13.6105 12.8732 21.0954 5.70604 9.96
17.6965 11.123 -11.641 -8.64174 134.52
9.38842 -12.5765 -16.8271 3.30725 71.94
-18.9185 -2.6443 -20.2205 11.827 15.18
19.7319 -11.6624 -0.235886 1.94737 101.76
-21.5749 -0.593104 -11.4866 -2.2439 18.6
16.0853 -8.44319 4.24083 3.76924 109.32
14.5061 13.0191 -5.24475 -13.1292 117.78
-2.07456 12.6639 -8.37678 12.5629 5.88
-2.38571 11.3916 5.15556 12.9474 7.38
-16.9411 -11.6837 -0.656318 -13.7944 47.7
-8.45367 12.3049 -12.5533 -0.794493 100.62
-1.22438 6.76659 13.7424 -0.32889 22.38
-12.3844 -2.10205 -15.8868 3.61596 41.52
10.4463 -13.4664 -18.2177 -7.30397 43.98
-12.5486 2.70551 -7.31608 6.98535 18.54
8.29774 -9.92649 -0.66067 -11.4559 8.7
3.15708 -3.97103 1.89196 -4.37161 0.9
-7.41229 6.90004 -5.57136 -12.7407 125.1
19.0714 13.1465 -4.994 -13.3888 83.1
20.3402 -2.20723 9.72228 5.04043 35.88
-19.7832 -10.7649 16.9574 -13.0709 64.68
11.1468 13.0242 7.15771 12.0484 3.66
-2.89835 12.0521 20.7951 12.9548 23.34
-7.82361 -11.6257 7.1475 -1.50788 48.54
0.743363 -12.1096 -6.59508 -4.05382 34.62
14.3979 12.5308 21.2731 3.07883 11.28
20.5279 1.84628 5.92661 -11.0824 38.22
16.5145 12.3108 -12.1337 2.19903 60.3
-11.2512 -1.5935 19.6321 10.9676 86.22
18.5324 8.46242 -11.3764 -7.29487 128.52
9.80755 -10.0713 -5.87436 -11.772 15.36
-21.0555 -2.62509 14.9917 -11.7494 93.66
10.9449 -13.0377 -20.7111 -3.41612 55.5
8.9675 -11.2141 -4.10037 -7.08678 47.88
8.62093 -13.8583 20.4752 -10.8568 11.82
8.94573 -11.4733 -20.6988 -4.73943 50.52
15.7635 -11.6738 12.9879 5.27199 25.98
20.4023 -10.8738 -20.568 0.0778183 78.84
21.928 1.50693 -21.3798 10.3287 115.8
-21.997 -12.3965 1.05033 -5.5362 74.04
4.21469 13.5339 -10.3645 1.76892 74.58
-5.82452 13.5546 -4.8142 -1.50744 83.76
-11.9749 8.74561 18.3063 -6.68044 90.9
-1.71155 -4.66568 -21.0908 11.3451 107.76
-10.6314 0.334635 3.77921 -10.8793 56.88
17.0095 -11.0132 -3.73939 -0.992272 48.78
-9.13389 13.4273 16.3065 -8.8832 105.72
18.357 -5.8706 19.2172 -9.48718 3.3
2.27916 3.65759 21.7425 1.85168 97.5
12.4168 -2.64022 -13.4638 -5.26186 32.4
-6.92455 -6.72007 13.9219 12.3077 78.3
-17.4994 -13.2846 8.4427 12.5695 100.38
-21.8714 -1.46417 -3.65653 -0.905335 29.88
6.969 -12.1297 12.6587 11.6399 88.62
-1.40391 0.160409 5.63839 -4.42872 77.1
-21.8984 9.0573 -3.48932 13.986 19.92
13.2805 10.4203 -5.22695 12.3558 78.24
13.1581 1.99616 -3.99738 -5.0569 59.28
18.6345 8.85972 -20.7024 13.8644 67.5
20.0242 -10.0172 14.1045 13.6609 55.32
20.2053 9.2155 -19.6599 -4.1984 194.94
10.8655 -12.4531 -20.3649 -6.45015 47.94
8.94581 -10.1449 -1.31608 12.6807 186.42
-18.4253 13.7762 -3.89769 -13.2317 196.14
-11.6968 -4.14272 -21.1479 -4.86789 31.14
-19.2486 -0.983322 -9.8389 1.03542 14.34
-0.726018 0.927359 20.2973 -2.66103 120.42
-10.9633 -7.16179 -0.574732 -11.6939 72.96
-13.0366 -6.26935 -4.9399 12.4024 78.36
18.8889 -8.39515 20.6425 10.8319 18.9
8.82252 -10.9076 20.0511 -2.27689 49.44
-13.3213 -3.38671 -21.5995 -12.7936 28.74
21.4361 -8.80905 4.55959 -4.99434 80.64
14.8038 -2.51224 21.0588 13.2543 34.08
5.87876 -2.59611 0.657251 -11.5228 37.08
-3.44256 12.8037 19.5321 -4.88367 68.7
-4.42662 -5.47698 -14.2972 -13.8381 63.3
17.9849 -7.28617 -3.32856 13.6127 230.46
20.8084 -8.43521 5.94908 10.5426 40.86
-18.0804 -8.54931 -19.7796 -10.9697 2.52
-19.9416 0.718343 21.7052 -10.1514 122.7
-19.1984 -8.94669 11.9444 -5.33593 91.56
7.82522 0.725972 -12.962 -5.34221 81.48
-18.3496 -10.7968 -1.09446 1.86378 48.36
13.86 13.634 -21.8188 -3.64009 116.88
17.5355 9.52478 1.42466 2.93966 82.32
20.3688 9.24891 -12.6109 -5.66383 137.16
21.4999 1.16133 9.01311 3.41934 40.32
-20.3143 -1.49815 21.3814 -0.840022 157.86
-4.31469 -13.0546 4.75848 -10.4337 9
2.34264 1.75767 18.2263 -7.83052 129.42
13.5029 -10.8583 21.0458 -2.43208 10.92
-17.5603 1.77774 -4.22159 -3.48404 27.84
11.1157 -12.3727 -17.835 -11.1797 29.7
-1.84771 -11.5885 -13.4971 -5.87619 13.26
17.5936 -7.77184 13.7769 10.5287 42.12
-2.28756 -12.7736 21.2443 -0.957955 58.38
-6.89062 -2.48237 7.24252 -11.2333 42.36
-18.7107 -6.04179 10.5241 5.17613 104.28
20.4089 8.66224 14.4293 -0.489213 40.14
12.5278 1.44339 19.8384 2.45778 30.42
21.0995 4.93931 13.6452 1.54334 38.1
-10.2426 7.72822 13.7192 -11.6025 115.44
18.1742 -6.0282 12.7475 3.06949 26.58
-21.3737 -2.6079 -20.2192 -5.12159 2.34
20.9539 0.66804 19.1971 -9.69762 10.08
-19.3664 -10.349 19.7252 9.27701 149.7
-2.66638 0.0654292 21.2234 -5.01051 134.34
20.7978 -7.74148 14.4754 12.4872 56.4
8.80651 4.87291 -4.81472 -3.78164 18.12
19.158 -10.5588 17.5675 12.6563 61.74
15.8354 13.3808 -4.80841 -5.68619 78.9
-6.25189 -13.8745 18.2303 -12.8943 24.06
-10.975 13.2994 -21.1704 0.810513 122.76
3.64764 -12.3927 20.2809 6.86306 44.64
21.3613 -12.7935 -4.16337 -12.565 25.08
15.233 10.5008 -21.681 -2.47838 144.78
6.81511 10.2339 15.1374 -11.6599 68.88
-16.3388 4.24193 14.1723 12.4088 89.88
6.85626 9.82733 10.9735 10.6329 3.78
8.5309 -8.79316 -18.9014 -6.98398 45
-21.5585 -10.0321 -13.5674 -3.40425 26.16
-20.2539 11.3633 18.7987 7.16523 45.54
18.8946 11.3079 -4.26087 -12.073 77.16
-19.2077 -2.48952 4.2559 -12.1667 92.82
14.3334 2.70743 8.30716 -8.13308 12
-20.7934 -13.1631 1.10413 1.2505 68.22
-17.5653 1.68825 18.4648 -5.96042 162.78
1.26914 13.4956 -16.751 2.57214 101.04
21.7978 -4.15683 -4.17257 12.7603 173.46
20.0597 -3.10625 13.8768 13.9626 56.76
-16.6268 13.7919 18.1964 -10.3922 131.82
-21.9257 4.36046 12.287 -13.7071 138.48
-8.26954 -13.9674 12.5487 -1.87971 71.76
7.41621 -9.99478 19.7325 -2.28492 48.24
-19.6297 -0.677796 1.27387 -6.33834 44.4
10.2425 5.49976 -6.04835 11.74 136.92
-4.7722 -1.71935 17.2977 -9.13398 160.86
19.1781 -8.46936 -21.6012 -11.1709 44.1
-18.9719 -11.3833 13.0648 11.9047 112.8
-20.3495 -9.87117 11.2564 -5.45715 94.68
-21.9482 4.28182 14.9378 -2.22956 163.92
-21.7055 -9.46092 -21.5063 -11.9976 2.1
-19.9086 -7.00927 11.525 10.9014 82.8
21.4329 3.76904 12.0072 -13.6838 19.62
1.95698 2.12871 19.2432 9.69042 79.5
-21.346 9.15387 -21.0648 0.90946 7.86
19.2378 -8.81217 13.3738 3.73982 29.76
-21.2516 11.7568 -12.3997 -8.31069 75.12
3.79482 -4.81185 -4.66457 -12.4549 44.22
10.8905 -12.1438 -16.8799 3.91528 76.14
18.0854 -12.7587 7.27817 13.0629 38.52
20.1984 8.31592 -21.4038 -8.88652 162.54
-21.3442 -4.79733 -2.70889 1.04763 32.58
-0.251683 -5.94624 -0.135985 -11.5467 38.7
-19.4739 -2.23674 12.94 10.5692 63.42
-2.13262 -11.626 -1.91482 0.428006 48.6
-2.93996 2.22467 -20.0007 -4.6409 110.4
-21.9996 11.6651 -11.5303 2.01483 133.38
14.1978 4.02124 -21.9022 10.8058 113.82
0.56419 -4.89003 -8.36194 12.7435 85.38
-10.7763 7.69688 16.3698 10.4424 73.74
10.0878 -6.31888 -18.5089 -11.564 32.52
-7.58823 -13.8803 18.4565 7.55592 85.56
20.0309 10.0573 -4.05601 -5.64227 67.68
-6.0341 -4.71841 13.1188 -12.5362 45.36
-16.5793 3.45745 5.40393 12.0427 76.14
-16.9527 5.46059 17.0447 -12.2864 186
2.83162 -13.0771 -0.0959206 0.532798 62.16
20.7 -12.9422 -19.035 -6.07769 58.62
-19.339 0.0723341 -4.76884 -5.0666 36.96
6.73669 -9.97734 11.2246 4.90179 73.5
7.9221 12.8683 -20.9706 0.0458482 127.86
17.9035 12.7033 1.08806 -13.3234 73.02
21.6384 -10.6855 -7.08036 -12.2532 28.32
-0.23683 2.69243 -21.8017 -10.6746 102.66
-9.99554 0.971096 18.9103 -6.35412 150.54
19.5387 13.2088 1.79875 2.35435 90.24
-21.878 -2.46049 -12.8281 -7.38521 26.58
19.2205 -6.42783 11.2242 -5.02239 18.54
11.0316 13.396 -20.0439 -5.84986 105.78
20.4337 3.62859 -12.2486 -6.18849 71.22
14.8653 2.6186 -12.0038 2.61142 44.22
-10.9132 7.98345 1.83857 -4.45861 36.48
-15.7639 4.18163 15.0099 -1.90543 98.46
19.5428 -11.9552 -21.72 -7.86509 55.02
-18.6376 -12.4563 -3.92138 -3.60293 63.42
11.2874 3.72473 6.60775 -9.56706 14.7
2.11669 2.84374 -21.1862 12.7204 68.82
-15.8971 -12.647 -18.3852 -8.30506 4.56
-0.367059 -12.176 19.2276 -6.05564 61.74
13.2232 -1.62054 17.8234 -12.8528 52.62
-20.1919 0.786222 17.6001 -12.3978 135.48
5.26171 10.3521 15.4571 -10.7216 69.36
19.2401 13.7054 8.56899 12.2283 10.38
6.52145 -13.0946 21.2744 -12.2199 14.34
1.48058 -5.04465 -20.6307 -10.6064 86.52
-3.79398 -3.24078 -0.281682 -11.3793 43.74
7.58102 11.6839 15.6738 -12.9463 69.9
-11.7384 -0.695324 -12.3847 8.25924 16.62
6.8086 -2.37654 -0.95499 0.812344 16.2
19.758 12.9098 -20.917 -8.84813 197.22
21.2269 6.54846 -2.4867 -6.90966 103.2
16.695 -7.75321 -6.43959 -13.8381 24.6
11.1005 5.46838 20.1269 9.18442 20.1
-15.8262 -12.6172 11.654 11.6199 131.82
-12.0216 -1.71295 -21.0642 1.2539 39.18
-12.569 8.90227 -21.2695 -13.0985 117.9
-21.0064 -5.55674 6.53629 -1.56013 126.54
15.2715 2.58812 5.78476 13.4038 15.18
20.4083 0.273673 3.85464 3.35749 136.62
11.1378 11.0194 -21.9109 13.732 61.92
-18.9646 -4.46447 6.22659 10.1998 62.16
13.694 -3.13189 14.6665 -2.46964 0.78
-12.3132 -1.8795 21.8915 -7.31629 100.74
12.3662 3.22888 2.72368 3.48309 29.46
14.6375 0.286699 -13.8261 -13.637 33.66
10.4885 -13.5339 4.15559 -4.58483 64.32
-0.665974 -5.11436 13.091 3.50807 16.44
-1.41097 -6.81665 15.827 13.9558 89.58
-21.1378 -11.9322 -5.98628 11.8798 88.38
-11.3675 -7.29541 -1.73295 12.4242 91.32
10.1414 11.0832 -4.81972 12.2817 65.28
16.7091 -13.4926 3.7752 9.79348 163.92
20.0858 -8.21796 6.8997 -10.6086 13.44
19.6062 -10.0253 6.23488 -11.3884 13.02
13.0981 -1.66252 21.0925 -5.15933 42.84
5.08081 13.2855 -11.1196 1.47278 75
15.0214 -0.236282 12.7875 2.1749 2.88
-1.46657 0.484344 10.2231 13.9268 57.06
16.5411 12.4687 21.7692 -4.62202 17.46
-6.7479 -6.66711 11.1935 -5.07234 31.68
18.1949 -9.82019 -6.42501 -13.3444 24.48
11.3197 -6.55982 17.6225 -12.7074 55.02
21.4063 -7.3603 11.9767 -4.80722 20.46
-3.3978 -2.14934 -2.14013 -5.33568 3
13.8352 -13.0562 21.5021 12.9116 58.32
20.7114 6.1753 -1.93304 13.7221 65.16
3.2045 13.4686 21.9789 2.77254 22.32
-21.3784 11.3528 -17.9735 -8.82977 73.74
-19.966 12.4979 6.09697 -10.0518 124.86
2.37489 2.72082 -20.9713 -6.06833 111
6.15995 11.3362 -8.94488 -11.7929 83.94
20.9461 10.5826 19.8838 -3.68258 13.86
20.1627 -9.18512 15.8844 -13.8744 5.94
-21.4898 -0.581687 18.3496 -13.5675 93
9.25583 12.3517 -20.4729 -1.76306 117.48
13.9411 -4.00458 -20.0114 -13.3547 37.26
-21.1126 -3.29741 20.7274 3.40611 137.4
-21.3803 10.0529 -8.01079 -12.8867 80.64
21.3695 13.2731 9.29847 13.9674 11.7
-10.0958 1.74953 -21.7077 9.97642 25.44
-18.8049 -7.25792 14.088 -12.9412 112.92
14.6588 -2.50829 21.2491 11.9214 33.84
17.0225 -10.6042 20.1203 1.96461 12.54
-0.639575 -13.8867 -18.9853 -2.37193 43.98
-9.58807 -13.1111 19.5663 -9.82081 28.92
-4.44256 -12.8235 9.56785 11.8274 117.12
-0.236471 -11.6126 21.4675 -0.177198 123.96
8.35364 -13.3219 -8.79869 -11.9771 16.8
2.54452 -13.3924 21.0853 -12.1546 18.18
6.96645 12.0336 -20.0678 -13.1256 149.1
11.4312 11.0451 -20.4818 11.2471 51.12
-15.7328 3.88661 -21.9775 8.96472 16.74
8.23498 -9.20147 -9.30637 7.18386 98.1
9.44455 5.85933 -21.3202 -2.49465 155.58
16.5241 -11.4335 13.0259 3.15636 25.02
11.0803 13.3989 2.65396 -13.255 103.02
1.40734 13.2023 13.3044 -4.19381 23.88
10.2979 10.9639 -20.4764 -13.4225 136.2
19.4146 -5.39156 -18.0571 13.9321 197.64
-19.7115 -3.83791 1.211 -11.751 97.68
-1.105 0.760952 16.3321 9.69618 75.42
-21.1296 -4.76828 -1.83634 2.41396 31.86
16.2678 11.379 -19.4398 -5.20076 205.68
-6.30647 -12.8219 1.17351 1.63682 49.44
-3.46065 12.622 21.3622 3.30716 30.66
16.1797 13.5883 4.41544 11.3966 11.52
-16.6656 -12.3337 11.1838 -13.445 61.74
-13.6698 -13.6839 18.1097 -12.8578 31.38
9.53515 13.1601 0.0268132 -5.44866 22.38
-4.92489 -2.95311 18.4029 -8.70724 84.42
-11.1095 0.600484 13.0383 13.494 49.38
12.468 -2.04701 -17.3698 13.249 170.58
8.36517 -8.42665 3.22365 12.8582 139.92
11.8751 11.4824 -13.765 -6.20339 119.58
-9.24694 -13.204 19.3751 -8.14913 76.5
4.79026 12.3476 0.47914 -12.3883 60.9
4.51692 -12.8994 -3.27414 11.7218 158.58
7.74141 -8.43485 14.5498 -1.27726 9.48
14.533 3.31609 -20.121 -4.61626 74.16
2.46143 -12.4078 21.2396 -1.2631 55.08
-5.52893 13.8829 1.96285 13.7439 7.08
12.4939 -1.10215 -20.4788 12.2735 166.02
20.8014 11.135 -3.16472 -11.7229 72.9
-4.72462 -2.68654 7.321 -11.5085 40.44
18.3146 -12.7535 2.12006 8.67692 161.52
-6.45525 -11.5931 0.383121 -4.00027 41.58
12.6204 2.85941 -20.1551 -1.70856 143.4
2.00234 -12.0328 -21.5514 -5.19569 41.4
1.25034 1.3053 21.9729 -4.8376 123.66
21.7087 13.0278 21.892 3.06837 9.54
-21.8369 8.68806 9.31593 5.36231 81.78
13.0608 11.9484 -18.5163 -11.4174 192.18
16.1028 12.2556 17.9866 9.99932 2.52
-11.9438 -2.1723 -2.73623 1.82402 10.56
-4.73487 -1.99752 -3.2402 -1.36313 1.2
5.64844 -13.6572 -3.27119 -4.51753 41.22
20.1483 -8.97793 -8.27394 -11.5021 28.56
3.03356 -12.7112 8.67941 13.5362 138.36
20.5776 0.168621 -2.92625 6.7464 106.32
-20.1306 -9.22617 6.23739 12.3916 74.88
20.8686 -6.24687 -3.25836 13.7809 249.18
13.2192 2.36692 -4.00165 12.4998 142.86
8.74786 -9.61307 12.0685 5.44612 80.34
-5.84235 -4.24786 10.7071 5.00671 74.4
4.82779 11.5785 -19.1697 -7.28066 99.48
4.93775 -2.06738 -12.2048 -0.482893 84.06
14.1971 -10.7261 -6.10249 13.7391 194.22
4.43301 -10.326 -1.43569 -7.01893 48.6
21.3839 -1.74915 -20.1404 12.0041 210.54
-21.9398 -2.85966 20.8665 3.81503 133.98
5.52949 10.8458 -1.80932 12.1643 66.9
6.88718 -2.04666 14.8294 -11.094 71.28
-21.0391 -7.54268 -10.8412 -0.772203 25.8
9.32372 11.5761 12.9552 12.9046 3.42
18.3829 9.32683 -21.9116 3.7224 115.68
-8.46867 7.13163 -0.249984 7.22983 7.8
-12.6738 -5.70739 19.3328 -8.83919 116.7
9.38854 -12.3191 6.57156 13.6483 154.62
11.1386 -13.8056 -18.5024 -9.14692 32.94
-6.76458 -5.94247 4.15112 -13.8626 48.78
1.49884 1.41219 -10.9559 2.4154 12.06
11.7688 4.24631 14.9565 12.6655 15.78
11.6878 -2.67311 -0.270377 -4.80645 57.42
-4.73307 -3.27862 18.157 -7.68732 80.88
5.42713 -11.3315 1.45139 1.88332 71.58
1.33317 -6.17808 14.1801 4.93016 17.34
-12.4296 -5.67428 -19.8087 -8.67447 24
-12.9843 -4.08231 8.305 10.3294 56.64
-13.0831 -8.15852 -21.6763 6.66078 40.86
8.27268 -12.0631 -2.03198 11.7782 178.02
-17.0923 -12.7799 18.7089 -11.1792 70.74
9.90777 3.13682 8.44373 -10.2714 14.88
14.9294 1.85692 -12.6224 0.396443 45.18
2.96104 2.38115 -12.7197 8.79702 40.74
6.43798 -10.3327 7.46252 -11.1152 0.9
1.0812 -4.74341 0.74493 0.93693 10.14
-11.4356 -2.15275 8.81743 11.6177 51.72
15.2141 -13.3862 0.605297 2.31954 91.02
3.09809 -11.8969 -21.2785 -6.16551 40.5
20.8079 -7.79114 8.55337 10.6989 41.88
-3.51914 -7.04734 3.13615 10.6669 54.48
-0.912827 -13.931 16.0458 -9.97339 16.98
-17.7821 -10.9686 0.57267 -13.2442 47.4
5.51728 -2.63954 -20.5548 -13.4712 83.28
-12.3432 0.889347 3.44493 -4.08928 97.02
19.7506 -0.278546 -11.3445 -5.38028 60.84
-21.8181 -2.99442 -1.98247 12.7277 74.64
-6.91239 11.9873 -13.5652 -1.38862 98.58
-20.0957 -8.78798 -17.6995 -12.4831 3.96
-17.2283 -12.0913 0.0608319 -6.8564 71.46
18.3469 -8.29302 -2.96604 13.5416 230.04
21.5164 12.3058 21.6399 -7.80359 19.68
12.3445 -1.5284 12.1258 3.16906 4.26
-2.21351 12.1462 9.17617 13.1936 11.04
